iso_3166_1,iso_3166_1_alpha_3,layer_name,mapbox_id,name,name_en,description,polygon_tileset_id,polygon_z_min,point_z_min,centroid,bbox,admin1_id_giga
EH,ESH,adm1,dXJuOm1ieGJuZDpBaEpDOnY0,العيون -  الساقية الحمراء,Laayoune-Sakia El Hamra,region,mapbox.boundaries-adm1-v4,0,0,"[-11.5777,26.049]","[-14.912,24.3957,-8.6676,27.6837]",ESH002
EH,ESH,adm1,dXJuOm1ieGJuZDpBaEpDOnY0,العيون -  الساقية الحمراء,Laayoune-Sakia El Hamra,region,mapbox.boundaries-adm1-v4,0,0,"[-11.5777,26.049]","[-14.912,24.3957,-8.6676,27.6837]",ESH002
EH,ESH,adm1,dXJuOm1ieGJuZDpBaEpDOnY0,العيون -  الساقية الحمراء,Laayoune-Sakia El Hamra,region,mapbox.boundaries-adm1-v4,0,0,"[-11.5777,26.049]","[-14.912,24.3957,-8.6676,27.6837]",ESH002
EH,ESH,adm1,dXJuOm1ieGJuZDpBaEpDOnY0,العيون -  الساقية الحمراء,Laayoune-Sakia El Hamra,region,mapbox.boundaries-adm1-v4,0,0,"[-11.5777,26.049]","[-14.912,24.3957,-8.6676,27.6837]",ESH002
EH,ESH,adm1,dXJuOm1ieGJuZDpBaEpDOnY0,العيون -  الساقية الحمراء,Laayoune-Sakia El Hamra,region,mapbox.boundaries-adm1-v4,0,0,"[-11.5777,26.049]","[-14.912,24.3957,-8.6676,27.6837]",ESH002
EH,ESH,adm1,dXJuOm1ieGJuZDpBaEpDOnY0,العيون -  الساقية الحمراء,Laayoune-Sakia El Hamra,region,mapbox.boundaries-adm1-v4,0,0,"[-11.5777,26.049]","[-14.912,24.3957,-8.6676,27.6837]",ESH002
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
EH,ESH,adm1,dXJuOm1ieGJuZDpBeEpDOnY0,كلميم - واد نون,Guelmim-Oued Noun,region,mapbox.boundaries-adm1-v4,0,0,"[-8.8998,27.296]","[-10.1362,26.8936,-8.6676,27.6744]",ESH003
ER,ERI,adm1,dXJuOm1ieGJuZDpBUkpEOnY0,منطقة أنسبا,Anseba,region,mapbox.boundaries-adm1-v4,0,0,"[37.5844,16.5082]","[36.8649,15.5067,38.8916,17.5042]",ERI001
ER,ERI,adm1,dXJuOm1ieGJuZDpBaEpEOnY0,المنطقة الجنوبية,Debub,region,mapbox.boundaries-adm1-v4,0,0,"[39.0075,14.8353]","[38.2656,14.4081,39.6549,15.2624]",ERI002
ER,ERI,adm1,dXJuOm1ieGJuZDpBeEpEOnY0,منطقة جنوب البحر الأحمر,Debubawi Keih Bahri,region,mapbox.boundaries-adm1-v4,0,0,"[41.648,13.6982]","[40.4794,12.3629,43.1588,15.024]",ERI003
ER,ERI,adm1,dXJuOm1ieGJuZDpCQkpEOnY0,منطقة قش بركة,Gash Barka,region,mapbox.boundaries-adm1-v4,0,0,"[37.6239,15.2544]","[36.4282,14.1807,38.772,16.3223]",ERI004
ER,ERI,adm1,dXJuOm1ieGJuZDpCUkpEOnY0,المنطقة المركزية,Maekel,region,mapbox.boundaries-adm1-v4,0,0,"[38.8833,15.3699]","[38.6927,15.1681,39.0473,15.5715]",ERI005
ER,ERI,adm1,dXJuOm1ieGJuZDpCaEpEOnY0,منطقة شمال البحر الأحمر,Semienawi Keih Bahri,region,mapbox.boundaries-adm1-v4,0,0,"[38.8524,16.1616]","[37.8516,14.3063,40.8785,17.9992]",ERI006
ES,ESP,adm1,dXJuOm1ieGJuZDpBUkpFOnY0,Andalucía,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-4.5349,37.3763]","[-7.5227,36.0003,-1.6301,38.7291]",ESP001
ES,ESP,adm1,dXJuOm1ieGJuZDpBaEpFOnY0,Aragón,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-0.815,41.4039]","[-2.1737,39.8468,0.7717,42.9245]",ESP002
ES,ESP,adm1,dXJuOm1ieGJuZDpBeEpFOnY0,Principado de Asturias,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-5.8538,43.273]","[-7.1825,42.8825,-4.5106,43.6665]",ESP003
ES,ESP,adm1,dXJuOm1ieGJuZDpCQkpFOnY0,Illes Balears,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[2.8886,39.6144]","[1.1572,38.6404,4.3278,40.0946]",ESP004
ES,ESP,adm1,dXJuOm1ieGJuZDpCUkpFOnY0,Canarias,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-16.6214,28.2938]","[-18.1612,27.6377,-13.335,29.4165]",ESP005
ES,ESP,adm1,dXJuOm1ieGJuZDpCaEpFOnY0,Cantabria,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-4.2642,43.137]","[-4.8518,42.7581,-3.1497,43.5137]",ESP006
ES,ESP,adm1,dXJuOm1ieGJuZDpCeEpFOnY0,Castilla y León,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-4.1063,41.6799]","[-7.0774,40.0824,-1.7754,43.2386]",ESP007
ES,ESP,adm1,dXJuOm1ieGJuZDpDQkpFOnY0,Castilla-La Mancha,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-3.2083,39.6954]","[-5.4062,38.0224,-0.9158,41.3276]",ESP008
ES,ESP,adm1,dXJuOm1ieGJuZDpDUkpFOnY0,Cataluña,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[1.6159,41.703]","[0.1592,40.5231,3.3325,42.8617]",ESP009
ES,ESP,adm1,dXJuOm1ieGJuZDpDaEpFOnY0,Comunitat Valenciana,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-0.788,39.3317]","[-1.5289,37.8438,0.6903,40.7886]",ESP010
ES,ESP,adm1,dXJuOm1ieGJuZDpDeEpFOnY0,Extremadura,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-5.9776,39.2255]","[-7.5417,37.941,-4.6476,40.4867]",ESP011
ES,ESP,adm1,dXJuOm1ieGJuZDpEQkpFOnY0,Galicia,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-7.8796,42.8073]","[-9.3015,41.8074,-6.734,43.7924]",ESP012
ES,ESP,adm1,dXJuOm1ieGJuZDpEUkpFOnY0,Comunidad de Madrid,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-3.7724,40.5284]","[-4.579,39.8848,-3.053,41.1658]",ESP013
ES,ESP,adm1,dXJuOm1ieGJuZDpEaEpFOnY0,Región de Murcia,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-1.6726,38.0676]","[-2.3444,37.3738,-0.648,38.7551]",ESP014
ES,ESP,adm1,dXJuOm1ieGJuZDpEeEpFOnY0,Comunidad Foral de Navarra,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-1.8265,42.616]","[-2.4991,41.9096,-0.7249,43.3146]",ESP015
ES,ESP,adm1,dXJuOm1ieGJuZDpFQkpFOnY0,País Vasco,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-2.5649,42.9666]","[-3.4503,42.4723,-1.7293,43.4572]",ESP016
ES,ESP,adm1,dXJuOm1ieGJuZDpFUkpFOnY0,La Rioja,,autonomous community,mapbox.boundaries-adm1-v4,0,0,"[-2.4818,42.2826]","[-3.1343,41.919,-1.6793,42.6443]",ESP017
ES,ESP,adm1,dXJuOm1ieGJuZDpFaEpFOnY0,Ciudad Autónoma de Ceuta,,autonomous city,mapbox.boundaries-adm1-v4,0,0,"[-5.3556,35.8944]","[-5.4216,35.1704,-4.2964,35.918]",ESP018
ES,ESP,adm1,dXJuOm1ieGJuZDpFeEpFOnY0,Ciudad Autónoma de Melilla,,autonomous city,mapbox.boundaries-adm1-v4,0,0,"[-2.9508,35.2929]","[-3.9035,35.175,-2.4187,35.9423]",ESP019
ET,ETH,adm1,dXJuOm1ieGJuZDpBUkpGOnY0,Tigray,,region,mapbox.boundaries-adm1-v4,0,0,"[39.1573,13.5787]","[36.4516,12.2555,39.9908,14.8935]",ETH001
ET,ETH,adm1,dXJuOm1ieGJuZDpBaEpGOnY0,Afar,,region,mapbox.boundaries-adm1-v4,0,0,"[40.8734,11.7126]","[39.65,8.8406,42.4011,14.5534]",ETH002
ET,ETH,adm1,dXJuOm1ieGJuZDpBeEpGOnY0,Amhara,,region,mapbox.boundaries-adm1-v4,0,0,"[38.3125,11.2518]","[35.2623,8.7148,40.2124,13.7659]",ETH003
ET,ETH,adm1,dXJuOm1ieGJuZDpCQkpGOnY0,Oromia,,region,mapbox.boundaries-adm1-v4,0,0,"[40.4178,6.9629]","[34.147,3.508,42.9798,10.3869]",ETH004
ET,ETH,adm1,dXJuOm1ieGJuZDpCUkpGOnY0,Somali,,region,mapbox.boundaries-adm1-v4,0,0,"[44.7352,7.2532]","[39.0963,3.3961,47.9878,11.0926]",ETH005
ET,ETH,adm1,dXJuOm1ieGJuZDpCaEpGOnY0,Benishangul Gumuz,,region,mapbox.boundaries-adm1-v4,0,0,"[35.3556,10.477]","[34.1073,8.9502,36.6922,11.9846]",ETH006
ET,ETH,adm1,dXJuOm1ieGJuZDpCeEpGOnY0,SNNP,,region,mapbox.boundaries-adm1-v4,0,0,"[37.0602,6.4571]","[35.7528,4.4468,38.716,8.4576]",ETH007
ET,ETH,adm1,dXJuOm1ieGJuZDpDQkpGOnY0,Gambela,,region,mapbox.boundaries-adm1-v4,0,0,"[34.537,7.4962]","[32.9997,6.2803,35.3923,8.7088]",ETH008
ET,ETH,adm1,dXJuOm1ieGJuZDpDUkpGOnY0,Harari,,region,mapbox.boundaries-adm1-v4,0,0,"[42.161,9.2922]","[42.0589,9.1859,42.272,9.3887]",ETH009
ET,ETH,adm1,dXJuOm1ieGJuZDpDaEpGOnY0,Addis Ababa,,city,mapbox.boundaries-adm1-v4,0,0,"[38.7729,8.9677]","[38.6394,8.8335,38.9062,9.0982]",ETH010
ET,ETH,adm1,dXJuOm1ieGJuZDpDeEpGOnY0,Dire Dawa,,city,mapbox.boundaries-adm1-v4,0,0,"[41.8762,9.6257]","[41.728,9.4715,42.3398,9.7837]",ETH011
ET,ETH,adm1,dXJuOm1ieGJuZDpEQkpGOnY0,South West Ethiopia,,region,mapbox.boundaries-adm1-v4,0,0,"[35.9431,6.7104]","[34.8771,5.3344,37.5309,8.0824]",ETH012
ET,ETH,adm1,dXJuOm1ieGJuZDpEUkpGOnY0,Sidama,,region,mapbox.boundaries-adm1-v4,0,0,"[38.4779,6.6517]","[38.0096,6.1374,39.1319,7.1645]",ETH013
FI,FIN,adm1,dXJuOm1ieGJuZDpBUkpHOnY0,Uusimaa,,region,mapbox.boundaries-adm1-v4,1,0,"[24.6248,60.3284]","[22.7751,59.7528,26.5836,60.8404]",FIN001
FI,FIN,adm1,dXJuOm1ieGJuZDpBaEpHOnY0,Varsinais-Suomi,,region,mapbox.boundaries-adm1-v4,1,0,"[22.8762,60.599]","[20.9925,59.6761,23.9199,61.1013]",FIN002
FI,FIN,adm1,dXJuOm1ieGJuZDpBeEpHOnY0,Satakunta,,region,mapbox.boundaries-adm1-v4,1,0,"[22.163,61.5998]","[21.2733,60.8719,23.006,62.311]",FIN003
FI,FIN,adm1,dXJuOm1ieGJuZDpCQkpHOnY0,Kanta-Häme,,region,mapbox.boundaries-adm1-v4,1,0,"[24.4294,60.9412]","[23.1356,60.5527,25.2686,61.3249]",FIN004
FI,FIN,adm1,dXJuOm1ieGJuZDpCUkpHOnY0,Pirkanmaa,,region,mapbox.boundaries-adm1-v4,1,0,"[23.7153,61.7269]","[22.4343,60.9397,25.5325,62.4946]",FIN005
FI,FIN,adm1,dXJuOm1ieGJuZDpCaEpHOnY0,Päijät-Häme,,region,mapbox.boundaries-adm1-v4,1,0,"[25.8047,61.2421]","[24.8508,60.6714,26.5449,61.802]",FIN006
FI,FIN,adm1,dXJuOm1ieGJuZDpCeEpHOnY0,Kymenlaakso,,region,mapbox.boundaries-adm1-v4,1,0,"[26.9366,60.8626]","[26.236,60.2115,27.9907,61.2931]",FIN007
FI,FIN,adm1,dXJuOm1ieGJuZDpDQkpHOnY0,Etelä-Karjala,,region,mapbox.boundaries-adm1-v4,1,0,"[28.4151,61.2718]","[27.1212,60.6663,30.144,61.8646]",FIN008
FI,FIN,adm1,dXJuOm1ieGJuZDpDUkpHOnY0,Etelä-Savo,,region,mapbox.boundaries-adm1-v4,1,0,"[28.0301,61.8485]","[26.2204,61.1517,29.6957,62.532]",FIN009
FI,FIN,adm1,dXJuOm1ieGJuZDpDaEpHOnY0,Pohjois-Savo,,region,mapbox.boundaries-adm1-v4,1,0,"[27.588,63.0308]","[26.0345,61.9881,29.098,64.0362]",FIN010
FI,FIN,adm1,dXJuOm1ieGJuZDpDeEpHOnY0,Pohjois-Karjala,,region,mapbox.boundaries-adm1-v4,1,0,"[30.2539,62.8213]","[28.2454,61.7235,31.5879,63.8806]",FIN011
FI,FIN,adm1,dXJuOm1ieGJuZDpEQkpHOnY0,Keski-Suomi,,region,mapbox.boundaries-adm1-v4,1,0,"[25.5516,62.6304]","[24.0136,61.6075,26.7759,63.6124]",FIN012
FI,FIN,adm1,dXJuOm1ieGJuZDpEUkpHOnY0,Etelä-Pohjanmaa,,region,mapbox.boundaries-adm1-v4,1,0,"[23.1089,62.7438]","[21.5116,61.9799,24.5834,63.4982]",FIN013
FI,FIN,adm1,dXJuOm1ieGJuZDpEaEpHOnY0,Pohjanmaa,,region,mapbox.boundaries-adm1-v4,1,0,"[21.8164,62.8872]","[20.6006,61.9544,23.7432,63.938]",FIN014
FI,FIN,adm1,dXJuOm1ieGJuZDpEeEpHOnY0,Keski-Pohjanmaa,,region,mapbox.boundaries-adm1-v4,1,0,"[24.1327,63.6103]","[22.7831,63.1165,25.036,64.0957]",FIN015
FI,FIN,adm1,dXJuOm1ieGJuZDpFQkpHOnY0,Pohjois-Pohjanmaa,,region,mapbox.boundaries-adm1-v4,1,0,"[26.3659,65.0012]","[23.5022,63.429,30.1408,66.486]",FIN016
FI,FIN,adm1,dXJuOm1ieGJuZDpFUkpHOnY0,Kainuu,,region,mapbox.boundaries-adm1-v4,1,0,"[28.689,64.6104]","[26.7489,63.6683,30.5524,65.5209]",FIN017
FI,FIN,adm1,dXJuOm1ieGJuZDpFaEpHOnY0,Lappi,,region,mapbox.boundaries-adm1-v4,1,0,"[26.567,67.9493]","[20.5472,65.4976,30.0168,70.0923]",FIN018
FJ,FJI,adm1,dXJuOm1ieGJuZDpBUkpIOnY0,Central,,division,mapbox.boundaries-adm1-v4,3,2,"[178.2887,-17.9177]","[177.7677,-18.4344,178.7064,-17.5581]",FJI001
FJ,FJI,adm1,dXJuOm1ieGJuZDpBaEpIOnY0,Eastern,,division,mapbox.boundaries-adm1-v4,3,2,"[178.3627,-19.048]","[177.9429,-21.042,181.7703,-16.7454]",FJI002
FJ,FJI,adm1,dXJuOm1ieGJuZDpBeEpIOnY0,Northern,,division,mapbox.boundaries-adm1-v4,3,2,"[179.1934,-16.5797]","[178.27,-17.2863,180.8458,-15.7097]",FJI003
FJ,FJI,adm1,dXJuOm1ieGJuZDpCQkpIOnY0,Rotuma,,dependency,mapbox.boundaries-adm1-v4,3,2,"[177.0936,-12.5021]","[176.9341,-12.528,177.1495,-12.4617]",FJI004
FJ,FJI,adm1,dXJuOm1ieGJuZDpCUkpIOnY0,Western,,division,mapbox.boundaries-adm1-v4,3,2,"[177.7084,-17.7749]","[176.9001,-18.6008,178.4532,-16.6525]",FJI005
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FK,FLK,adm1,dXJuOm1ieGJuZDpBUkpJOnY0,Falkland Islands,,territory,mapbox.boundaries-adm1-v4,1,0,"[-58.6015,-51.8]","[-61.4563,-52.9191,-57.7147,-50.9967]",FLK001
FM,FSM,adm1,dXJuOm1ieGJuZDpBaEpKOnY0,Kosrae,,state,mapbox.boundaries-adm1-v4,3,2,"[162.9812,5.3145]","[162.9007,5.2589,163.0354,5.37]",FSM001
FM,FSM,adm1,dXJuOm1ieGJuZDpBUkpKOnY0,Pohnpei,,state,mapbox.boundaries-adm1-v4,3,2,"[158.2405,6.8868]","[154.7785,1.0262,160.7154,7.6235]",FSM002
FM,FSM,adm1,dXJuOm1ieGJuZDpBeEpKOnY0,Chuuk,,state,mapbox.boundaries-adm1-v4,3,2,"[151.6292,7.3569]","[149.1924,5.2829,153.8224,8.986]",FSM003
FM,FSM,adm1,dXJuOm1ieGJuZDpCQkpKOnY0,Yap,,state,mapbox.boundaries-adm1-v4,3,2,"[138.0965,9.5162]","[137.4859,6.6817,147.0404,10.0903]",FSM004
FO,FRO,adm1,dXJuOm1ieGJuZDpBUkpLOnY0,Føroyar,Faroe Islands,territory,mapbox.boundaries-adm1-v4,2,1,"[-7.0162,62.1243]","[-7.6919,61.3903,-6.2536,62.3941]",FRO001
FR,FRA,adm1,dXJuOm1ieGJuZDpBUkpMOnY0,Île-de-France,,region,mapbox.boundaries-adm1-v4,0,0,"[2.5344,48.6839]","[1.4463,48.1201,3.559,49.2415]",FRA001
FR,FRA,adm1,dXJuOm1ieGJuZDpBaEpMOnY0,Centre-Val de Loire,,region,mapbox.boundaries-adm1-v4,0,0,"[1.7396,47.6601]","[0.0527,46.3469,3.1287,48.941]",FRA002
FR,FRA,adm1,dXJuOm1ieGJuZDpBeEpMOnY0,Bourgogne-Franche-Comté,,region,mapbox.boundaries-adm1-v4,0,0,"[4.9408,47.2897]","[2.8449,46.1561,7.1434,48.4001]",FRA003
FR,FRA,adm1,dXJuOm1ieGJuZDpCQkpMOnY0,Normandie,,region,mapbox.boundaries-adm1-v4,0,0,"[0.0302,49.1351]","[-1.955,48.1799,1.8029,50.0722]",FRA004
FR,FRA,adm1,dXJuOm1ieGJuZDpCUkpMOnY0,Hauts-de-France,,region,mapbox.boundaries-adm1-v4,0,0,"[2.8548,49.9763]","[1.3802,48.8372,4.2558,51.0891]",FRA005
FR,FRA,adm1,dXJuOm1ieGJuZDpCaEpMOnY0,Grand Est,,region,mapbox.boundaries-adm1-v4,0,0,"[5.7911,48.8135]","[3.3837,47.4203,8.2332,50.1691]",FRA006
FR,FRA,adm1,dXJuOm1ieGJuZDpCeEpMOnY0,Pays de la Loire,,region,mapbox.boundaries-adm1-v4,0,0,"[-1.1352,47.4299]","[-2.6257,46.2667,0.9167,48.568]",FRA007
FR,FRA,adm1,dXJuOm1ieGJuZDpDQkpMOnY0,Bretagne,,region,mapbox.boundaries-adm1-v4,0,0,"[-2.6859,48.1676]","[-5.1413,47.2779,-1.0156,48.901]",FRA008
FR,FRA,adm1,dXJuOm1ieGJuZDpDUkpMOnY0,Nouvelle-Aquitaine,,region,mapbox.boundaries-adm1-v4,0,0,"[0.4643,45.019]","[-1.7892,42.7777,2.6113,47.176]",FRA009
FR,FRA,adm1,dXJuOm1ieGJuZDpDaEpMOnY0,Occitanie,,region,mapbox.boundaries-adm1-v4,0,0,"[2.142,43.7051]","[-0.3272,42.333,4.8456,45.0467]",FRA010
FR,FRA,adm1,dXJuOm1ieGJuZDpDeEpMOnY0,Auvergne-Rhône-Alpes,,region,mapbox.boundaries-adm1-v4,0,0,"[4.7781,45.4758]","[2.0629,44.1155,7.1858,46.8043]",FRA011
FR,FRA,adm1,dXJuOm1ieGJuZDpEQkpMOnY0,Provence-Alpes-Côte d'Azur,,region,mapbox.boundaries-adm1-v4,0,0,"[6.2372,44.0859]","[4.2302,42.982,7.7189,45.1268]",FRA012
FR,FRA,adm1,dXJuOm1ieGJuZDpEUkpMOnY0,Corse,,region,mapbox.boundaries-adm1-v4,0,0,"[9.0683,42.1935]","[8.5347,41.3336,9.5601,43.0277]",FRA013
GA,GAB,adm1,dXJuOm1ieGJuZDpBUkpNOnY0,Estuaire,,province,mapbox.boundaries-adm1-v4,0,0,"[10.2292,0.245]","[9.3013,-0.5686,10.9733,1.06]",GAB001
GA,GAB,adm1,dXJuOm1ieGJuZDpBaEpNOnY0,Haut-Ogooué,,province,mapbox.boundaries-adm1-v4,0,0,"[13.8316,-1.2329]","[12.7241,-2.5119,14.5281,0.045]",GAB002
GA,GAB,adm1,dXJuOm1ieGJuZDpBeEpNOnY0,Moyen-Ogooué,,province,mapbox.boundaries-adm1-v4,0,0,"[10.5108,-0.5175]","[9.5562,-1.2669,11.5884,0.2297]",GAB003
GA,GAB,adm1,dXJuOm1ieGJuZDpCQkpNOnY0,Ngounié,,province,mapbox.boundaries-adm1-v4,0,0,"[10.9822,-1.6941]","[9.8606,-2.823,12.5159,-0.5642]",GAB004
GA,GAB,adm1,dXJuOm1ieGJuZDpCUkpNOnY0,Nyanga,,province,mapbox.boundaries-adm1-v4,0,0,"[11.0859,-3.1048]","[9.9661,-3.956,11.9856,-2.2516]",GAB005
GA,GAB,adm1,dXJuOm1ieGJuZDpCaEpNOnY0,Ogooué-Ivindo,,province,mapbox.boundaries-adm1-v4,0,0,"[12.7187,0.3399]","[11.2611,-0.7566,14.4979,1.4359]",GAB006
GA,GAB,adm1,dXJuOm1ieGJuZDpCeEpNOnY0,Ogooué-Lolo,,province,mapbox.boundaries-adm1-v4,0,0,"[12.5252,-0.8108]","[11.5076,-1.9277,13.568,0.2989]",GAB007
GA,GAB,adm1,dXJuOm1ieGJuZDpDQkpNOnY0,Ogooué-Maritime,,province,mapbox.boundaries-adm1-v4,0,0,"[9.5623,-1.5157]","[8.6989,-2.7526,10.5781,-0.2752]",GAB008
GA,GAB,adm1,dXJuOm1ieGJuZDpDUkpNOnY0,Woleu-Ntem,,province,mapbox.boundaries-adm1-v4,0,0,"[12.258,1.2686]","[10.3529,0.2188,13.3057,2.318]",GAB009
GB,GBR,adm1,dXJuOm1ieGJuZDpCQkpOOnY0,England,,country,mapbox.boundaries-adm1-v4,0,0,"[-1.303,52.9839]","[-6.4029,49.8668,1.763,55.8111]",GBR001
GB,GBR,adm1,dXJuOm1ieGJuZDpBUkpOOnY0,Northern Ireland,,country,mapbox.boundaries-adm1-v4,0,0,"[-6.8589,54.6421]","[-8.1775,54.0227,-5.4328,55.3129]",GBR002
GB,GBR,adm1,dXJuOm1ieGJuZDpBeEpOOnY0,Scotland,,country,mapbox.boundaries-adm1-v4,0,0,"[-3.7343,56.7069]","[-8.6501,54.6333,-0.7246,60.8608]",GBR003
GB,GBR,adm1,dXJuOm1ieGJuZDpBaEpOOnY0,Wales,,country,mapbox.boundaries-adm1-v4,0,0,"[-3.6134,52.3789]","[-5.6689,51.375,-2.6498,53.4301]",GBR004
GD,GRD,adm1,dXJuOm1ieGJuZDpBUkpPOnY0,Saint Andrew,,parish,mapbox.boundaries-adm1-v4,5,4,"[-61.6613,12.116]","[-61.703,12.054,-61.602,12.1784]",GRD001
GD,GRD,adm1,dXJuOm1ieGJuZDpBaEpPOnY0,Saint David,,parish,mapbox.boundaries-adm1-v4,5,4,"[-61.6781,12.0429]","[-61.7261,12.0066,-61.6323,12.0791]",GRD002
GD,GRD,adm1,dXJuOm1ieGJuZDpBeEpPOnY0,Saint George,,parish,mapbox.boundaries-adm1-v4,5,4,"[-61.7326,12.05]","[-61.8024,11.9849,-61.6945,12.1128]",GRD003
GD,GRD,adm1,dXJuOm1ieGJuZDpCQkpPOnY0,Saint John,,parish,mapbox.boundaries-adm1-v4,5,4,"[-61.712,12.1448]","[-61.7533,12.1076,-61.6778,12.1817]",GRD004
GD,GRD,adm1,dXJuOm1ieGJuZDpCUkpPOnY0,Saint Mark,,parish,mapbox.boundaries-adm1-v4,5,4,"[-61.6955,12.1887]","[-61.7243,12.1568,-61.668,12.2206]",GRD005
GD,GRD,adm1,dXJuOm1ieGJuZDpCaEpPOnY0,Saint Patrick,,parish,mapbox.boundaries-adm1-v4,5,4,"[-61.6381,12.2001]","[-61.6796,12.1648,-61.5437,12.331]",GRD006
GD,GRD,adm1,dXJuOm1ieGJuZDpCeEpPOnY0,Carriacou & Petite Martinique,,dependency,mapbox.boundaries-adm1-v4,5,4,"[-61.4452,12.4826]","[-61.4998,12.4016,-61.3783,12.5402]",GRD007
GE,GEO,adm1,dXJuOm1ieGJuZDpBUkpQOnY0,თბილისი,Tbilisi,region,mapbox.boundaries-adm1-v4,0,0,"[44.8513,41.7286]","[44.5996,41.6179,45.0179,41.8385]",GEO001
GE,GEO,adm1,dXJuOm1ieGJuZDpBaEpQOnY0,აფხაზეთის არ,Autonomous Republic of Abkhazia,autonomous republic,mapbox.boundaries-adm1-v4,0,0,"[41.4099,43.003]","[40.0066,42.4138,42.142,43.5866]",GEO002
